,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
3,33,Anthony Parisi,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/anthonyparisitsb5,anthonyparisitsb5,Antelope Valley,2016-17,antelopevalley,2017
4,24,Joseph Cochran,RHP/OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/josephcochrantccp,josephcochrantccp,Antelope Valley,2016-17,antelopevalley,2017
5,35,Daniel Gomez,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/danielgomezkv3o,danielgomezkv3o,Antelope Valley,2016-17,antelopevalley,2017
6,1,Jorge Villalobos,C/IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jorgevillalobosr8ee,jorgevillalobosr8ee,Antelope Valley,2016-17,antelopevalley,2017
7,25,Zach Diaz,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/zachdiazuux2,zachdiazuux2,Antelope Valley,2016-17,antelopevalley,2017
8,17,John Reyes,RHP/IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/johnreyesytrw,johnreyesytrw,Antelope Valley,2016-17,antelopevalley,2017
9,30,Frankie Linstrom,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/frankielinstromss8i,frankielinstromss8i,Antelope Valley,2016-17,antelopevalley,2017
10,9,Ian Nelson,Utl,So,https://www.cccaasports.org/sports/bsb/2016-17/players/iannelsonb57g,iannelsonb57g,Antelope Valley,2016-17,antelopevalley,2017
11,27,John Serrato,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/johnserratoxxto,johnserratoxxto,Antelope Valley,2016-17,antelopevalley,2017
12,23,Gabriel Curtier,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/gabrielcurtier5t9x,gabrielcurtier5t9x,Antelope Valley,2016-17,antelopevalley,2017
13,13,Griffin Hagen,RHP/IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/griffinhagenyszs,griffinhagenyszs,Antelope Valley,2016-17,antelopevalley,2017
14,26,Daulton Stanton,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/daultonstantonhycs,daultonstantonhycs,Antelope Valley,2016-17,antelopevalley,2017
15,14,Trevor Morrison,RHP/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/trevormorrisonm4m0,trevormorrisonm4m0,Antelope Valley,2016-17,antelopevalley,2017
16,12,Brandon Otis,IF/C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/brandonotisy5ur,brandonotisy5ur,Antelope Valley,2016-17,antelopevalley,2017
17,18,Adrian Gomez,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/adriangomezcljd,adriangomezcljd,Antelope Valley,2016-17,antelopevalley,2017
18,3,Justin Rodrigues,RHP/IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/justinrodrigueszm2t,justinrodrigueszm2t,Antelope Valley,2016-17,antelopevalley,2017
19,22,Andrew Wilson,RHP,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/andrewwilsonqyq1,andrewwilsonqyq1,Antelope Valley,2016-17,antelopevalley,2017
0,15,Brock Hallum,C,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/brockhallum1dp6,brockhallum1dp6,Bakersfield,2016-17,bakersfield,2017
1,5,Konner Dodge,OF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/konnerdodgeyp5a,konnerdodgeyp5a,Bakersfield,2016-17,bakersfield,2017
2,2,Kamron Willman,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/kamronwillmanumky,kamronwillmanumky,Bakersfield,2016-17,bakersfield,2017
3,13,Patrick Reynier,1B,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/patrickreynieraln6,patrickreynieraln6,Bakersfield,2016-17,bakersfield,2017
4,1,Harley Lopez,1B,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/harleylopezztn5,harleylopezztn5,Bakersfield,2016-17,bakersfield,2017
5,28,Tyson Brewer,IF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/tysonbrewerk0ib,tysonbrewerk0ib,Bakersfield,2016-17,bakersfield,2017
6,4,Brant Combs,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/brantcombs7gol,brantcombs7gol,Bakersfield,2016-17,bakersfield,2017
7,37,Harry Tyler,OF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/harrytylerdi2z,harrytylerdi2z,Bakersfield,2016-17,bakersfield,2017
8,11,Yukoh Saito,OF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/yukohsaitodln6,yukohsaitodln6,Bakersfield,2016-17,bakersfield,2017
9,10,Kyle Willman,C,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/kylewillmann77z,kylewillmann77z,Bakersfield,2016-17,bakersfield,2017
10,3,Luke Lewis,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/lukelewis0o06,lukelewis0o06,Bakersfield,2016-17,bakersfield,2017
11,29,Colby Freeman,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/colbyfreemandbdn,colbyfreemandbdn,Bakersfield,2016-17,bakersfield,2017
12,20,Branton Jaspar,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/brantonjaspar5vcs,brantonjaspar5vcs,Bakersfield,2016-17,bakersfield,2017
13,6,Caleb Hewes,IF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/calebhewes7alx,calebhewes7alx,Bakersfield,2016-17,bakersfield,2017
14,31,James Carroll,OF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/jamescarrollg1h2,jamescarrollg1h2,Bakersfield,2016-17,bakersfield,2017
15,30,Ryan Dickerson,C,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/ryandickersonn6ik,ryandickersonn6ik,Bakersfield,2016-17,bakersfield,2017
16,17,Joseph Pineda,C,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/josephpinedal4w4,josephpinedal4w4,Bakersfield,2016-17,bakersfield,2017
17,35,Zach Huston,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/zachhustonk8cf,zachhustonk8cf,Bakersfield,2016-17,bakersfield,2017
18,34,Robert Yslava,1B,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/robertyslavat3fg,robertyslavat3fg,Bakersfield,2016-17,bakersfield,2017
0,22,Dustin McNicholl,Utl,So,https://www.cccaasports.org/sports/bsb/2016-17/players/dustinmcnichollim1z,dustinmcnichollim1z,Barstow,2016-17,barstow,2017
1,1,Caleb Squire,2B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/calebsquire9tny,calebsquire9tny,Barstow,2016-17,barstow,2017
2,10,Mitch Hulse,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/mitchhulsecfvj,mitchhulsecfvj,Barstow,2016-17,barstow,2017
3,14,Nathan Cottrell,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/nathancottrell80zs,nathancottrell80zs,Barstow,2016-17,barstow,2017
4,34,Sean Kelsen,OF/1B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/seankelsenwpso,seankelsenwpso,Barstow,2016-17,barstow,2017
5,24,Jonah Yang,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jonahyang8fai,jonahyang8fai,Barstow,2016-17,barstow,2017
6,7,Kalyn Kimmel,Utl,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kalynkimmelveq4,kalynkimmelveq4,Barstow,2016-17,barstow,2017
7,23,Adrian Trujillo,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/adriantrujillo8lfj,adriantrujillo8lfj,Barstow,2016-17,barstow,2017
8,13,Jamie Solis,LHP/Utl,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jamiesolisc814,jamiesolisc814,Barstow,2016-17,barstow,2017
9,2,Joe Kraus,SS/RHP,So,https://www.cccaasports.org/sports/bsb/2016-17/players/joekrauspwry,joekrauspwry,Barstow,2016-17,barstow,2017
10,12,Jason Herrera,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jasonherrerarc4m,jasonherrerarc4m,Barstow,2016-17,barstow,2017
11,8,Evan Bolin,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/evanbolinpmbp,evanbolinpmbp,Barstow,2016-17,barstow,2017
12,5,Michael Davis,1B/OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/michaeldavis7olp,michaeldavis7olp,Barstow,2016-17,barstow,2017
13,25,Brett Stenlund,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/brettstenlunduk4u,brettstenlunduk4u,Barstow,2016-17,barstow,2017
14,18,Austin Forrester,RHP/Utl,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/austinforresteraja3,austinforresteraja3,Barstow,2016-17,barstow,2017
15,29,Jared Herrera,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jaredherreranx45,jaredherreranx45,Barstow,2016-17,barstow,2017
0,2,Marcus Wilhite,1B/OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/marcuswilhiteu3u2,marcuswilhiteu3u2,Butte,2016-17,butte,2017
1,23,Lane Pritchard,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/lanepritchardzcu8,lanepritchardzcu8,Butte,2016-17,butte,2017
2,25,Walker Dodero,1B/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/walkerdodero4lm5,walkerdodero4lm5,Butte,2016-17,butte,2017
3,3,Eric Robles,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ericrobleso11p,ericrobleso11p,Butte,2016-17,butte,2017
4,4,Noah Ferguson,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/noahfergusondk6e,noahfergusondk6e,Butte,2016-17,butte,2017
5,5,Connor Blair,OF/C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/connorblairhjhe,connorblairhjhe,Butte,2016-17,butte,2017
6,13,Jesse Morales,UTIL,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jessemorales48ak,jessemorales48ak,Butte,2016-17,butte,2017
7,14,Trenton York,3B/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/trentonyork0bjx,trentonyork0bjx,Butte,2016-17,butte,2017
8,6,Dominic Visentin,C/1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/dominicvisentinh215,dominicvisentinh215,Butte,2016-17,butte,2017
9,33,Luke Jackson,1B/RHP,So,https://www.cccaasports.org/sports/bsb/2016-17/players/lukejacksonbin1,lukejacksonbin1,Butte,2016-17,butte,2017
10,21,RJ Valdez,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/rjvaldezxvvs,rjvaldezxvvs,Butte,2016-17,butte,2017
11,20,Kreighton Tsuruda-Gasper,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/kreightontsurudagasper893v,kreightontsurudagasper893v,Butte,2016-17,butte,2017
12,24,Justin Wallis,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/justinwallisxqav,justinwallisxqav,Butte,2016-17,butte,2017
13,7,Dominic Chavarria,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/dominicchavarria1x5h,dominicchavarria1x5h,Butte,2016-17,butte,2017
14,10,Ronaldo Tijero,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ronaldotijerodu4i,ronaldotijerodu4i,Butte,2016-17,butte,2017
15,1,Michael Schuler,UTIL,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/michaelschulergfrz,michaelschulergfrz,Butte,2016-17,butte,2017
16,12,Joey Sierra,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joeysierras5j4,joeysierras5j4,Butte,2016-17,butte,2017
0,1,Clayton Andrews,CF/P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/claytonandrews9nuq,claytonandrews9nuq,Cabrillo,2016-17,cabrillo,2017
1,10,Jairus Richards,OF/P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jairusrichards2npo,jairusrichards2npo,Cabrillo,2016-17,cabrillo,2017
2,9,Nick Ciandro,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/nickciandrogwwj,nickciandrogwwj,Cabrillo,2016-17,cabrillo,2017
3,6,Adam Rossit,SS,So,https://www.cccaasports.org/sports/bsb/2016-17/players/adamrossit5wtk,adamrossit5wtk,Cabrillo,2016-17,cabrillo,2017
4,5,Digger Gugale,1B/3B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/diggergugales5p3,diggergugales5p3,Cabrillo,2016-17,cabrillo,2017
5,13,Zach Thibaut,SS/3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/zachthibautefo2,zachthibautefo2,Cabrillo,2016-17,cabrillo,2017
6,31,Easton Vidales,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/eastonvidalesn8jq,eastonvidalesn8jq,Cabrillo,2016-17,cabrillo,2017
7,11,Sam Burns,2B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/samburnszr6l,samburnszr6l,Cabrillo,2016-17,cabrillo,2017
8,14,Kyle Swanson,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kyleswansonhz5f,kyleswansonhz5f,Cabrillo,2016-17,cabrillo,2017
9,3,Rj Perkins,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/rjperkins3akt,rjperkins3akt,Cabrillo,2016-17,cabrillo,2017
10,12,Jordan Peabody,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jordanpeabody3wg7,jordanpeabody3wg7,Cabrillo,2016-17,cabrillo,2017
11,2,Rex Gomez,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/rexgomez2cuj,rexgomez2cuj,Cabrillo,2016-17,cabrillo,2017
12,15,Colton Crabtree,OF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/coltoncrabtreeguxe,coltoncrabtreeguxe,Cabrillo,2016-17,cabrillo,2017
13,20,Cooper Krug,1B/P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/cooperkrug3h7y,cooperkrug3h7y,Cabrillo,2016-17,cabrillo,2017
14,33,Tanner Huskey,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tannerhuskeyf59z,tannerhuskeyf59z,Cabrillo,2016-17,cabrillo,2017
15,8,Tyler Biersdorff,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerbiersdorffnoyy,tylerbiersdorffnoyy,Cabrillo,2016-17,cabrillo,2017
16,34,Cam White,P/1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/camwhitei8b7,camwhitei8b7,Cabrillo,2016-17,cabrillo,2017
17,22,Aidan Hagarty,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/aidanhagartynotg,aidanhagartynotg,Cabrillo,2016-17,cabrillo,2017
0,26,Hector Perez,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/hectorperezdxsu,hectorperezdxsu,Canada,2016-17,canada,2017
1,7,Alex Athanacio,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/alexathanacio965i,alexathanacio965i,Canada,2016-17,canada,2017
2,10,Chuy Jimenez,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chuyjimenezsyy6,chuyjimenezsyy6,Canada,2016-17,canada,2017
3,11,Tyler Brandenburg,Util,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerbrandenburg8zx9,tylerbrandenburg8zx9,Canada,2016-17,canada,2017
4,14,Alex Pennes,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/alexpennesl4ue,alexpennesl4ue,Canada,2016-17,canada,2017
5,31,Roman Satroplus,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/romansatroplus18wx,romansatroplus18wx,Canada,2016-17,canada,2017
6,36,Edward Ojeda,Util,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/edwardojedaqeua,edwardojedaqeua,Canada,2016-17,canada,2017
7,23,Brett Wetteland,Util,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/brettwetteland5a0j,brettwetteland5a0j,Canada,2016-17,canada,2017
8,21,Colt Caravalho,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/coltcaravalho36kr,coltcaravalho36kr,Canada,2016-17,canada,2017
9,24,Steven Hughes,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/stevenhughesim82,stevenhughesim82,Canada,2016-17,canada,2017
10,45,Connor Loucks,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/connorloucks3v60,connorloucks3v60,Canada,2016-17,canada,2017
11,18,Josh Montana,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joshmontanacxhn,joshmontanacxhn,Canada,2016-17,canada,2017
12,32,Matt Carlin,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/mattcarlinkaom,mattcarlinkaom,Canada,2016-17,canada,2017
13,9,Nick Thompson,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/nickthompsonm9vs,nickthompsonm9vs,Canada,2016-17,canada,2017
14,33,Tucker Jorgensen,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tuckerjorgensenvdhy,tuckerjorgensenvdhy,Canada,2016-17,canada,2017
15,2,Danny Ruiz,C/IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/dannyruiz4zfr,dannyruiz4zfr,Canada,2016-17,canada,2017
16,5,Ian McGuire,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ianmcguirek7wt,ianmcguirek7wt,Canada,2016-17,canada,2017
17,28,Jamie Wilson,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jamiewilsonkwl0,jamiewilsonkwl0,Canada,2016-17,canada,2017
18,12,Sergio Noriega,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/sergionoriega8wcb,sergionoriega8wcb,Canada,2016-17,canada,2017
19,35,Alejandro Cabrera,P,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/alejandrocabrerasq7x,alejandrocabrerasq7x,Canada,2016-17,canada,2017
20,4,Rico Severa,P,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ricoseverarnbf,ricoseverarnbf,Canada,2016-17,canada,2017
0,15,Cole Kleszcz,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/colekleszcz4z1s,colekleszcz4z1s,Canyons,2016-17,canyons,2017
1,20,Anthony Medina,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/anthonymedinanin5,anthonymedinanin5,Canyons,2016-17,canyons,2017
2,55,Anthony Lepre,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/anthonyleprexl5f,anthonyleprexl5f,Canyons,2016-17,canyons,2017
3,12,Calvin Estrada,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/calvinestradabd4k,calvinestradabd4k,Canyons,2016-17,canyons,2017
4,3,Chris May,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/chrismayakav,chrismayakav,Canyons,2016-17,canyons,2017
5,2,Ivan Lomeli,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ivanlomeli6dn5,ivanlomeli6dn5,Canyons,2016-17,canyons,2017
6,9,Wes Felber,UTIL,So,https://www.cccaasports.org/sports/bsb/2016-17/players/wesfelber8s39,wesfelber8s39,Canyons,2016-17,canyons,2017
7,1,Senituli Taufahema,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/senitulitaufahemam70y,senitulitaufahemam70y,Canyons,2016-17,canyons,2017
8,36,Kris Keach,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kriskeach4dbw,kriskeach4dbw,Canyons,2016-17,canyons,2017
9,4,James Scanlan,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jamesscanlansowh,jamesscanlansowh,Canyons,2016-17,canyons,2017
10,23,Blake Doremus,1B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/blakedoremusm17y,blakedoremusm17y,Canyons,2016-17,canyons,2017
11,5,Freddie Garcia,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/freddiegarciad4q3,freddiegarciad4q3,Canyons,2016-17,canyons,2017
12,31,Paul Banyi,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/paulbanyi32il,paulbanyi32il,Canyons,2016-17,canyons,2017
13,27,Josh Arkin,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/josharkinxaiu,josharkinxaiu,Canyons,2016-17,canyons,2017
14,22,Blake Solis,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/blakesolis58gw,blakesolis58gw,Canyons,2016-17,canyons,2017
15,6,Caden Gonzales,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/cadengonzalese966,cadengonzalese966,Canyons,2016-17,canyons,2017
0,3,Ramon Bramasco,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ramonbramascoo3c2,ramonbramascoo3c2,Cerritos,2016-17,cerritos,2017
