,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
15,16,Zack Skipper,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/zackskipperhdwe,zackskipperhdwe,Allan Hancock,2012-13,allanhancock,2013
16,32,Cody Thompson,RHP,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/codythompson9cv6,codythompson9cv6,Allan Hancock,2012-13,allanhancock,2013
0,2,Jason Fletcher,P/OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jasonfletcher2d2y,jasonfletcher2d2y,American River,2012-13,americanriver,2013
1,16,Andrew Lojewski,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/andrewlojewskijr98,andrewlojewskijr98,American River,2012-13,americanriver,2013
2,9,Greg Harris,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/gregharrisy201,gregharrisy201,American River,2012-13,americanriver,2013
3,21,Cameron Bennett,SS,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/cameronbennett21q1,cameronbennett21q1,American River,2012-13,americanriver,2013
4,5,Jon Vierra,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jonvierrafyb7,jonvierrafyb7,American River,2012-13,americanriver,2013
5,23,Matt Piombo,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mattpiombosn0d,mattpiombosn0d,American River,2012-13,americanriver,2013
6,1,Joe Williams,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joewilliamsboiu,joewilliamsboiu,American River,2012-13,americanriver,2013
7,25,Cody Lommori,1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/codylommorinp5l,codylommorinp5l,American River,2012-13,americanriver,2013
8,22,David Cooley,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/davidcooley1yqd,davidcooley1yqd,American River,2012-13,americanriver,2013
9,19,Dalton Devries,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/daltondevrieszp8f,daltondevrieszp8f,American River,2012-13,americanriver,2013
10,20,Wade Brill,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/wadebrillh9ag,wadebrillh9ag,American River,2012-13,americanriver,2013
11,41,David Wieldraayer,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/davidwieldraayervua8,davidwieldraayervua8,American River,2012-13,americanriver,2013
12,10,Josh Hilburn,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joshhilburneyvf,joshhilburneyvf,American River,2012-13,americanriver,2013
13,15,Matt Young,2B/OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mattyoungures,mattyoungures,American River,2012-13,americanriver,2013
14,24,Cole Ebner,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/coleebnerbkus,coleebnerbkus,American River,2012-13,americanriver,2013
15,7,Kelcey Wirick,2B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kelceywirick0fbh,kelceywirick0fbh,American River,2012-13,americanriver,2013
16,55,Spencer Shank,3B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/spencershankwb09,spencershankwb09,American River,2012-13,americanriver,2013
17,36,Shane Rae,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/shanerae4zip,shanerae4zip,American River,2012-13,americanriver,2013
18,17,Tyler Smith,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tylersmithp5st,tylersmithp5st,American River,2012-13,americanriver,2013
0,3,Aaron Owen,OF/IF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/aaronowenclwz,aaronowenclwz,Antelope Valley,2012-13,antelopevalley,2013
1,15,Sho Serrano,2B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/shoserranoyauz,shoserranoyauz,Antelope Valley,2012-13,antelopevalley,2013
2,9,Dylan Lohman,SS,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dylanlohman1fcw,dylanlohman1fcw,Antelope Valley,2012-13,antelopevalley,2013
3,6,Cory DeRush,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/coryderushl3xo,coryderushl3xo,Antelope Valley,2012-13,antelopevalley,2013
4,7,Ryan Marshall,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ryanmarshallpaqb,ryanmarshallpaqb,Antelope Valley,2012-13,antelopevalley,2013
5,27,Mikal Hunter,3B/C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/mikalhunter4bsl,mikalhunter4bsl,Antelope Valley,2012-13,antelopevalley,2013
6,13,Jacob Risinger,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jacobrisingermpst,jacobrisingermpst,Antelope Valley,2012-13,antelopevalley,2013
7,4,Michael Scodellaro,1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/michaelscodellarojr8l,michaelscodellarojr8l,Antelope Valley,2012-13,antelopevalley,2013
8,23,Marshall Siordia,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/marshallsiordia7yur,marshallsiordia7yur,Antelope Valley,2012-13,antelopevalley,2013
9,31,Kiel Alcaraz,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/kielalcarazk0x7,kielalcarazk0x7,Antelope Valley,2012-13,antelopevalley,2013
10,24,Marc Deaso,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/marcdeasodzpm,marcdeasodzpm,Antelope Valley,2012-13,antelopevalley,2013
11,5,Tevin Nishiyama,IF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/tevinnishiyamadip6,tevinnishiyamadip6,Antelope Valley,2012-13,antelopevalley,2013
12,12,Marco Delgado,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/marcodelgadomwcu,marcodelgadomwcu,Antelope Valley,2012-13,antelopevalley,2013
13,2,Scott Savko,IF/OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/scottsavkobrdw,scottsavkobrdw,Antelope Valley,2012-13,antelopevalley,2013
14,16,Jose Tejada,IF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/josetejadaucgy,josetejadaucgy,Antelope Valley,2012-13,antelopevalley,2013
15,20,Dakoda Jolliffe,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dakodajolliffelbz3,dakodajolliffelbz3,Antelope Valley,2012-13,antelopevalley,2013
0,8,Kyle Nixon,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/kylenixoni7kb,kylenixoni7kb,Bakersfield,2012-13,bakersfield,2013
1,19,Blayne Ontiveros,1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/blayneontiverosjm2o,blayneontiverosjm2o,Bakersfield,2012-13,bakersfield,2013
2,23,Erik Williams,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/erikwilliamsmgzr,erikwilliamsmgzr,Bakersfield,2012-13,bakersfield,2013
3,10,Cole Hallum,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/colehalluma6xy,colehalluma6xy,Bakersfield,2012-13,bakersfield,2013
4,11,Justin Martinez,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/justinmartinezwhw9,justinmartinezwhw9,Bakersfield,2012-13,bakersfield,2013
5,20,Luc Pomales,3B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/lucpomales1yc9,lucpomales1yc9,Bakersfield,2012-13,bakersfield,2013
6,15,Jordan Turner,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jordanturneryse0,jordanturneryse0,Bakersfield,2012-13,bakersfield,2013
7,3,Rolando Martinez,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/rolandomartinez7fto,rolandomartinez7fto,Bakersfield,2012-13,bakersfield,2013
8,2,Nick Sakowski,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/nicksakowskigabx,nicksakowskigabx,Bakersfield,2012-13,bakersfield,2013
9,12,Jared Solf,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jaredsolf5a8j,jaredsolf5a8j,Bakersfield,2012-13,bakersfield,2013
10,21,Aaron Newman,3B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/aaronnewmaniujl,aaronnewmaniujl,Bakersfield,2012-13,bakersfield,2013
11,4,Ronnie Galindo,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ronniegalindolmtl,ronniegalindolmtl,Bakersfield,2012-13,bakersfield,2013
12,9,Aaron Myregard,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/aaronmyregardfkoq,aaronmyregardfkoq,Bakersfield,2012-13,bakersfield,2013
13,1,Jake Verdugo,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jakeverdugo88fu,jakeverdugo88fu,Bakersfield,2012-13,bakersfield,2013
14,33,Matt Lemon,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mattlemon3u8p,mattlemon3u8p,Bakersfield,2012-13,bakersfield,2013
15,5,Erik Earnest,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/erikearnestvjj5,erikearnestvjj5,Bakersfield,2012-13,bakersfield,2013
0,2,James Carraway,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jamescarraway2twp,jamescarraway2twp,Barstow,2012-13,barstow,2013
1,25,Michael McNicholl,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/michaelmcnicholl12kr,michaelmcnicholl12kr,Barstow,2012-13,barstow,2013
2,7,Gabriel Soto,OF/P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/gabrielsotoxw2d,gabrielsotoxw2d,Barstow,2012-13,barstow,2013
3,11,Marcos Sanchez,util,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/marcossanchezonjo,marcossanchezonjo,Barstow,2012-13,barstow,2013
4,17,Peter Lelich,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/peterlelicht5jw,peterlelicht5jw,Barstow,2012-13,barstow,2013
5,9,Alex Pollard,1B/OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/alexpollard881o,alexpollard881o,Barstow,2012-13,barstow,2013
6,10,Kris Soto,3B/P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/krissotodmnb,krissotodmnb,Barstow,2012-13,barstow,2013
7,36,Jayson Henderson,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jaysonhendersonzrw6,jaysonhendersonzrw6,Barstow,2012-13,barstow,2013
8,39,Mike Martinez,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mikemartinezgin4,mikemartinezgin4,Barstow,2012-13,barstow,2013
9,8,Treyson Park,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/treysonpark6hja,treysonpark6hja,Barstow,2012-13,barstow,2013
10,34,Travis Pullen,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/travispullenoec8,travispullenoec8,Barstow,2012-13,barstow,2013
11,3,Santino Bajarano,Util,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/santinobajaranopyoj,santinobajaranopyoj,Barstow,2012-13,barstow,2013
12,16,Joshua Gray,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joshuagrayfkx2,joshuagrayfkx2,Barstow,2012-13,barstow,2013
13,5,Robert Loerwald,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/robertloerwald5pp8,robertloerwald5pp8,Barstow,2012-13,barstow,2013
14,28,Dante Chavez,C/1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dantechavez0y4i,dantechavez0y4i,Barstow,2012-13,barstow,2013
15,12,Joshua Hendley,Util,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joshuahendleyejs0,joshuahendleyejs0,Barstow,2012-13,barstow,2013
16,22,Mark Marich,RHP,So,https://www.cccaasports.org/sports/bsb/2012-13/players/markmarichyq7h,markmarichyq7h,Barstow,2012-13,barstow,2013
0,6,Jake Pott,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jakepottyg8j,jakepottyg8j,Butte,2012-13,butte,2013
1,5,Andy Pustejovsky,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/andypustejovskyl410,andypustejovskyl410,Butte,2012-13,butte,2013
2,28,Braxton Phillips,3B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/braxtonphillipsxw5l,braxtonphillipsxw5l,Butte,2012-13,butte,2013
3,2,Drake Richie,2B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/drakerichieb39l,drakerichieb39l,Butte,2012-13,butte,2013
4,25,Michael Vargas,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/michaelvargasj7zw,michaelvargasj7zw,Butte,2012-13,butte,2013
5,11,Darin Schroeder,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/darinschroederbod0,darinschroederbod0,Butte,2012-13,butte,2013
6,8,Ryan Zirkle,OF/3B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ryanzirkle5xp1,ryanzirkle5xp1,Butte,2012-13,butte,2013
7,4,Zeke Colby,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/zekecolbyxv3u,zekecolbyxv3u,Butte,2012-13,butte,2013
8,3,Tyler Nickell,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tylernickelluymn,tylernickelluymn,Butte,2012-13,butte,2013
9,27,Ryan Brown,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ryanbrown58j0,ryanbrown58j0,Butte,2012-13,butte,2013
10,23,Travis Grossi,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/travisgrossi2qka,travisgrossi2qka,Butte,2012-13,butte,2013
11,12,Mitch Warden,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/mitchwardenm7zh,mitchwardenm7zh,Butte,2012-13,butte,2013
12,26,Zack Rocha,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/zackrochanrsu,zackrochanrsu,Butte,2012-13,butte,2013
13,15,Jonathan Towsend,OF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jonathantowsend0gkn,jonathantowsend0gkn,Butte,2012-13,butte,2013
14,29,Sam Klippenstein,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/samklippensteinw21n,samklippensteinw21n,Butte,2012-13,butte,2013
15,16,Brady Anderson,OF/LHP,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/bradyandersonztua,bradyandersonztua,Butte,2012-13,butte,2013
16,22,JD Doran,LHP,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jddorangw19,jddorangw19,Butte,2012-13,butte,2013
0,11,Scott Mercer,3B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/scottmercerdk1v,scottmercerdk1v,Cabrillo,2012-13,cabrillo,2013
1,3,Tyler Olivet,OF/IF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tylerolivetprlx,tylerolivetprlx,Cabrillo,2012-13,cabrillo,2013
2,10,Drake Yoshioka,2B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/drakeyoshiokagd4k,drakeyoshiokagd4k,Cabrillo,2012-13,cabrillo,2013
3,7,Nick Macfarland,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/nickmacfarlandp7q7,nickmacfarlandp7q7,Cabrillo,2012-13,cabrillo,2013
4,35,Eric Vegas,1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ericvegaslo8u,ericvegaslo8u,Cabrillo,2012-13,cabrillo,2013
5,12,Jq Folena,SS,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jqfolena23zf,jqfolena23zf,Cabrillo,2012-13,cabrillo,2013
6,15,Tyler Silva,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tylersilva9upr,tylersilva9upr,Cabrillo,2012-13,cabrillo,2013
7,14,Steven Nakahama,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/stevennakahama9jnf,stevennakahama9jnf,Cabrillo,2012-13,cabrillo,2013
8,6,Mark Ortiz,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/markortiz1rfk,markortiz1rfk,Cabrillo,2012-13,cabrillo,2013
9,18,Josh Thorpe,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joshthorpe6yas,joshthorpe6yas,Cabrillo,2012-13,cabrillo,2013
10,8,John Evans,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/johnevans9yu6,johnevans9yu6,Cabrillo,2012-13,cabrillo,2013
11,20,Erick Colombini,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/erickcolombinie37h,erickcolombinie37h,Cabrillo,2012-13,cabrillo,2013
12,2,Hayden Hibberd,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/haydenhibberd99xp,haydenhibberd99xp,Cabrillo,2012-13,cabrillo,2013
13,33,Vinny Augustine,3B/1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/vinnyaugustine8hfr,vinnyaugustine8hfr,Cabrillo,2012-13,cabrillo,2013
14,36,Aj Waltrip,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/ajwaltrip86kt,ajwaltrip86kt,Cabrillo,2012-13,cabrillo,2013
15,16,Julian Garcia,P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/juliangarciaky6d,juliangarciaky6d,Cabrillo,2012-13,cabrillo,2013
16,5,Mike Murano,P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/mikemuranomt7d,mikemuranomt7d,Cabrillo,2012-13,cabrillo,2013
0,32,Andrew Vanisi,INF/OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/andrewvanisiiim0,andrewvanisiiim0,Canada,2012-13,canada,2013
1,20,Dylan Cook,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dylancookdo14,dylancookdo14,Canada,2012-13,canada,2013
2,9,Kody Barden,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/kodybarden72di,kodybarden72di,Canada,2012-13,canada,2013
3,22,Kevin McGovern,INF/OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kevinmcgovernups4,kevinmcgovernups4,Canada,2012-13,canada,2013
4,11,Maurice Fuller,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mauricefuller1pbo,mauricefuller1pbo,Canada,2012-13,canada,2013
5,35,Justin Gubser,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/justingubser9p5l,justingubser9p5l,Canada,2012-13,canada,2013
6,13,Dominic Defiesta,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dominicdefiestajz1q,dominicdefiestajz1q,Canada,2012-13,canada,2013
7,5,Austin Parker,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/austinparkernc3f,austinparkernc3f,Canada,2012-13,canada,2013
8,7,Anthony Gomes,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/anthonygomeshium,anthonygomeshium,Canada,2012-13,canada,2013
9,3,Shadi Azar,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/shadiazar4lzl,shadiazar4lzl,Canada,2012-13,canada,2013
10,6,Greg Bildhauer,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/gregbildhauerdk1g,gregbildhauerdk1g,Canada,2012-13,canada,2013
11,31,Sho Sato,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/shosatorfjy,shosatorfjy,Canada,2012-13,canada,2013
12,8,Marcus Pollard,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/marcuspollard332x,marcuspollard332x,Canada,2012-13,canada,2013
13,33,Ramzy Azar,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/ramzyazar81mb,ramzyazar81mb,Canada,2012-13,canada,2013
14,12,Robert Roman,INF/RHP,So,https://www.cccaasports.org/sports/bsb/2012-13/players/robertroman560p,robertroman560p,Canada,2012-13,canada,2013
15,15,Roberto Galvan,C/OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/robertogalvan573y,robertogalvan573y,Canada,2012-13,canada,2013
16,14,Omar Noriega,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/omarnoriegao2ls,omarnoriegao2ls,Canada,2012-13,canada,2013
17,30,Tyler Outzen,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tyleroutzen96hy,tyleroutzen96hy,Canada,2012-13,canada,2013
18,27,Steven Pitts,RHP,So,https://www.cccaasports.org/sports/bsb/2012-13/players/stevenpitts6yuk,stevenpitts6yuk,Canada,2012-13,canada,2013
0,28,Chad DeLaGuerra,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/chaddelaguerraiyfr,chaddelaguerraiyfr,Canyons,2012-13,canyons,2013
1,8,Alex Bishop,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/alexbishoptvfn,alexbishoptvfn,Canyons,2012-13,canyons,2013
2,9,Kamran Young,OF/1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kamranyoungfep6,kamranyoungfep6,Canyons,2012-13,canyons,2013
3,12,Corey Sims,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/coreysimsjl48,coreysimsjl48,Canyons,2012-13,canyons,2013
4,42,Trey Williams,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/treywilliamslcym,treywilliamslcym,Canyons,2012-13,canyons,2013
5,15,Quincy Quintero,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/quincyquinterofuh5,quincyquinterofuh5,Canyons,2012-13,canyons,2013
6,1,Kevin Lenik,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kevinlenik4q4h,kevinlenik4q4h,Canyons,2012-13,canyons,2013
7,14,Nick Vigo,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/nickvigolcsq,nickvigolcsq,Canyons,2012-13,canyons,2013
8,3,Ivan Vela,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ivanvela5vt8,ivanvela5vt8,Canyons,2012-13,canyons,2013
9,20,Daniel Lee,UTL,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/daniellee963e,daniellee963e,Canyons,2012-13,canyons,2013
10,10,Ryan Mulvihill,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/ryanmulvihilla4z9,ryanmulvihilla4z9,Canyons,2012-13,canyons,2013
11,4,Justin Russell,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/justinrussell8h71,justinrussell8h71,Canyons,2012-13,canyons,2013
12,7,James Bonds,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jamesbondsrl6i,jamesbondsrl6i,Canyons,2012-13,canyons,2013
13,5,Andrew Ayrado,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/andrewayrado1ugc,andrewayrado1ugc,Canyons,2012-13,canyons,2013
14,16,Johan Klarberg,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/johanklarbergns5n,johanklarbergns5n,Canyons,2012-13,canyons,2013
15,6,Ryan Young,C/P,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/ryanyoung473k,ryanyoung473k,Canyons,2012-13,canyons,2013
16,26,Tyler Klipfel,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tylerklipfelol8j,tylerklipfelol8j,Canyons,2012-13,canyons,2013
17,44,Jacob Cooper,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jacobcooperin9t,jacobcooperin9t,Canyons,2012-13,canyons,2013
0,20,Johnny Martinez,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/johnnymartinezqqv6,johnnymartinezqqv6,Cerritos,2012-13,cerritos,2013
1,10,Hayden Stevens,P/INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/haydenstevensoq55,haydenstevensoq55,Cerritos,2012-13,cerritos,2013
2,7,Joseph Rivera,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/josephriveraklhn,josephriveraklhn,Cerritos,2012-13,cerritos,2013
3,22,Jacob Valdez,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jacobvaldezrem4,jacobvaldezrem4,Cerritos,2012-13,cerritos,2013
4,2,Tyler Acevedo,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/tyleracevedo3mc2,tyleracevedo3mc2,Cerritos,2012-13,cerritos,2013
5,21,Jared Robinson,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jaredrobinsonuzim,jaredrobinsonuzim,Cerritos,2012-13,cerritos,2013
6,27,Jose Ayala,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joseayalac33g,joseayalac33g,Cerritos,2012-13,cerritos,2013
7,1,Jose Romero,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joseromeronc40,joseromeronc40,Cerritos,2012-13,cerritos,2013
8,15,Edgar Menendez,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/edgarmenendezs7t7,edgarmenendezs7t7,Cerritos,2012-13,cerritos,2013
