,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
5,14,Austin Cullor,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/austincullorqciz,austincullorqciz,Barstow,2019-20,barstow,2020
6,18,Dominick Folks,1B,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/dominickfolks4k0u,dominickfolks4k0u,Barstow,2019-20,barstow,2020
7,8,Gredan Velasquez,LHP,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/gredanvelasquezsacu,gredanvelasquezsacu,Barstow,2019-20,barstow,2020
8,22,Matt Keysaw,,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/mattkeysawsl9i,mattkeysawsl9i,Barstow,2019-20,barstow,2020
9,13,Alex Pena,INF/OF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/alexpenazn25,alexpenazn25,Barstow,2019-20,barstow,2020
10,3,Ryan Hoskins,C,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/ryanhoskinss87r,ryanhoskinss87r,Barstow,2019-20,barstow,2020
11,19,Jackson Folkman,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/jacksonfolkmanaknd,jacksonfolkmanaknd,Barstow,2019-20,barstow,2020
12,2,Sam Smith,INF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/samsmith7bac,samsmith7bac,Barstow,2019-20,barstow,2020
13,12,Caden Martinez,C,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/cadenmartinezea14,cadenmartinezea14,Barstow,2019-20,barstow,2020
14,32,Juan Aviles,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/juanavilesryj6,juanavilesryj6,Barstow,2019-20,barstow,2020
15,9,Ruben Miranda Jr.,,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/rubenmirandajrqq1q,rubenmirandajrqq1q,Barstow,2019-20,barstow,2020
16,29,Erik Cruz,RHP,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/erikcruz5zft,erikcruz5zft,Barstow,2019-20,barstow,2020
17,52,Takoda Chaney,LHP,RSO,https://www.cccaasports.org/sports/bsb/2019-20/players/takodachaneyynob,takodachaneyynob,Barstow,2019-20,barstow,2020
18,10,Bryce Hodges,RHP,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/brycehodgesr6et,brycehodgesr6et,Barstow,2019-20,barstow,2020
19,17,Pablo Montante,RHP,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/pablomontantet028,pablomontantet028,Barstow,2019-20,barstow,2020
20,5,Joey Vera,RHP/INF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/joeyverao11e,joeyverao11e,Barstow,2019-20,barstow,2020
0,15,Sammy Gonzales,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/sammygonzalespcck,sammygonzalespcck,Butte,2019-20,butte,2020
1,24,Earl Johnson,SS/RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/earljohnson462h,earljohnson462h,Butte,2019-20,butte,2020
2,32,Mark Taylor,1B,So,https://www.cccaasports.org/sports/bsb/2019-20/players/marktaylor0erf,marktaylor0erf,Butte,2019-20,butte,2020
3,13,Isaac Schuck,C/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/isaacschuckp7v8,isaacschuckp7v8,Butte,2019-20,butte,2020
4,8,Brennan White,MINF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/brennanwhitey1b4,brennanwhitey1b4,Butte,2019-20,butte,2020
5,25,Logan Meyers,1B/RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/loganmeyersh2di,loganmeyersh2di,Butte,2019-20,butte,2020
6,10,Kyle McMullen,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/kylemcmullen8raf,kylemcmullen8raf,Butte,2019-20,butte,2020
7,1,Deaven Reynolds,MINF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/deavenreynoldswk5s,deavenreynoldswk5s,Butte,2019-20,butte,2020
8,2,Alex Merchant,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/alexmerchantv4tm,alexmerchantv4tm,Butte,2019-20,butte,2020
9,7,Bradley Miles,2B/3B,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/bradleymilesr1al,bradleymilesr1al,Butte,2019-20,butte,2020
10,26,Bradley Smith,OF/1B,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/bradleysmithqvcd,bradleysmithqvcd,Butte,2019-20,butte,2020
11,18,Charlie Konstantino,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/charliekonstantinot8nx,charliekonstantinot8nx,Butte,2019-20,butte,2020
12,22,Timmy Harris,UTIL,So,https://www.cccaasports.org/sports/bsb/2019-20/players/timmyharris95n0,timmyharris95n0,Butte,2019-20,butte,2020
13,6,Colby Stilwell,OF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/colbystilwelllqgc,colbystilwelllqgc,Butte,2019-20,butte,2020
14,11,Dylan Fuller,MINF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/dylanfuller1m1g,dylanfuller1m1g,Butte,2019-20,butte,2020
15,12,Hunter Polk,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/hunterpolkhdky,hunterpolkhdky,Butte,2019-20,butte,2020
16,16,Howie Hicks,3B/RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/howiehicks3hid,howiehicks3hid,Butte,2019-20,butte,2020
17,23,Javier Martinez,RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/javiermartinezjfx4,javiermartinezjfx4,Butte,2019-20,butte,2020
0,3,Anthony Karagiannopoulos,IF/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/anthonykaragiannopoulose05m,anthonykaragiannopoulose05m,Cabrillo,2019-20,cabrillo,2020
1,32,Daniel Miranda,1b,So,https://www.cccaasports.org/sports/bsb/2019-20/players/danielmirandal56c,danielmirandal56c,Cabrillo,2019-20,cabrillo,2020
2,7,Chandler Sanguinetti,SS,So,https://www.cccaasports.org/sports/bsb/2019-20/players/chandlersanguinetti420l,chandlersanguinetti420l,Cabrillo,2019-20,cabrillo,2020
3,24,Adrian Flores,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/adrianflores70xq,adrianflores70xq,Cabrillo,2019-20,cabrillo,2020
4,13,Ian Koenig,RHP/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/iankoenig1w66,iankoenig1w66,Cabrillo,2019-20,cabrillo,2020
5,29,Gordon Vaughn,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/gordonvaughnf21o,gordonvaughnf21o,Cabrillo,2019-20,cabrillo,2020
6,22,Ivan Perez,3b,So,https://www.cccaasports.org/sports/bsb/2019-20/players/ivanperezuhkj,ivanperezuhkj,Cabrillo,2019-20,cabrillo,2020
7,11,Brennan King,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/brennanking32f7,brennanking32f7,Cabrillo,2019-20,cabrillo,2020
8,2,Anthony Hernandez,IF/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/anthonyhernandezs2ve,anthonyhernandezs2ve,Cabrillo,2019-20,cabrillo,2020
9,9,Ty Rinaldi,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/tyrinaldibqqx,tyrinaldibqqx,Cabrillo,2019-20,cabrillo,2020
10,20,RIley Wingerson,RHP/OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/rileywingersonbj2l,rileywingersonbj2l,Cabrillo,2019-20,cabrillo,2020
11,36,Joseph Lomeli,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/josephlomeliezzp,josephlomeliezzp,Cabrillo,2019-20,cabrillo,2020
12,27,Barrett Calvin,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/barrettcalvins64o,barrettcalvins64o,Cabrillo,2019-20,cabrillo,2020
13,15,Alex Tolbert,1b,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/alextolbertvxmt,alextolbertvxmt,Cabrillo,2019-20,cabrillo,2020
14,14,JoJo Vargas,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jojovargask9jf,jojovargask9jf,Cabrillo,2019-20,cabrillo,2020
15,4,Julian Mendoza,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/julianmendozau48f,julianmendozau48f,Cabrillo,2019-20,cabrillo,2020
16,31,Steven Palermo,1b/LHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/stevenpalermo95q1,stevenpalermo95q1,Cabrillo,2019-20,cabrillo,2020
17,25,Dalton Rainaud,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/daltonrainaud4gh9,daltonrainaud4gh9,Cabrillo,2019-20,cabrillo,2020
18,17,Jose Areola,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/joseareolachmu,joseareolachmu,Cabrillo,2019-20,cabrillo,2020
19,5,Mason Forsythe,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/masonforsythejjyp,masonforsythejjyp,Cabrillo,2019-20,cabrillo,2020
20,52,Aaron Johnson,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/aaronjohnsonz3i8,aaronjohnsonz3i8,Cabrillo,2019-20,cabrillo,2020
21,37,Tommy Anderson,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/tommyandersonatnc,tommyandersonatnc,Cabrillo,2019-20,cabrillo,2020
0,21,Jordan Brandenburg,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jordanbrandenburg429f,jordanbrandenburg429f,Canada,2019-20,canada,2020
1,9,Kimo Fukofuka,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/kimofukofuka3qc4,kimofukofuka3qc4,Canada,2019-20,canada,2020
2,12,Shane Wallace,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/shanewallace71eb,shanewallace71eb,Canada,2019-20,canada,2020
3,33,Christian Falk,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/christianfalkdzv2,christianfalkdzv2,Canada,2019-20,canada,2020
4,22,Aaron Hoch,UTL,So,https://www.cccaasports.org/sports/bsb/2019-20/players/aaronhochkt4q,aaronhochkt4q,Canada,2019-20,canada,2020
5,3,Mike McNanie,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/mikemcnaniezdav,mikemcnaniezdav,Canada,2019-20,canada,2020
6,23,Brandon Billesberger,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/brandonbillesbergerhwmj,brandonbillesbergerhwmj,Canada,2019-20,canada,2020
7,1,Aaron Pierre,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/aaronpierreiwv3,aaronpierreiwv3,Canada,2019-20,canada,2020
8,5,Tai Garcia,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/taigarciakhsd,taigarciakhsd,Canada,2019-20,canada,2020
9,10,Sal Heredia,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/salherediay7pd,salherediay7pd,Canada,2019-20,canada,2020
10,34,David Balague,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/davidbalaguezvi8,davidbalaguezvi8,Canada,2019-20,canada,2020
11,11,Thomas Ozawa,UTL,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/thomasozawa0rak,thomasozawa0rak,Canada,2019-20,canada,2020
12,2,Lucas Townsend,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/lucastownsenda33e,lucastownsenda33e,Canada,2019-20,canada,2020
13,29,Juan Angulo,UTL,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/juananguloz99k,juananguloz99k,Canada,2019-20,canada,2020
14,7,Gabriel Estevez,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/gabrielestevez71mq,gabrielestevez71mq,Canada,2019-20,canada,2020
15,8,Nash Dreiling,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/nashdreiling1r6i,nashdreiling1r6i,Canada,2019-20,canada,2020
16,45,Daniel Mack,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/danielmackueq3,danielmackueq3,Canada,2019-20,canada,2020
17,27,Bailey Bowler,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/baileybowler5eu2,baileybowler5eu2,Canada,2019-20,canada,2020
0,7,Davis Cop,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/daviscopcbae,daviscopcbae,Canyons,2019-20,canyons,2020
1,2,Blake Mann,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/blakemannjv5l,blakemannjv5l,Canyons,2019-20,canyons,2020
2,22,Will Chambers,1B/P,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/willchambersryf4,willchambersryf4,Canyons,2019-20,canyons,2020
3,12,Alex Ballesteros,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/alexballesterosj2wi,alexballesterosj2wi,Canyons,2019-20,canyons,2020
4,10,DJ Kougher,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/djkoughergsu0,djkoughergsu0,Canyons,2019-20,canyons,2020
5,6,Tyler Grodell,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/tylergrodellzga2,tylergrodellzga2,Canyons,2019-20,canyons,2020
6,24,Brendon Vela,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/brendonvelaedvb,brendonvelaedvb,Canyons,2019-20,canyons,2020
7,11,Doyle Kane,1B/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/doylekane8lqw,doylekane8lqw,Canyons,2019-20,canyons,2020
8,23,Corey Jones,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/coreyjones4t7u,coreyjones4t7u,Canyons,2019-20,canyons,2020
